"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
"IMF.RES:WEO(9.0.0)","GUY.PPPGDP.A","OBS_VALUE","Guyana","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","9.409","9.849","10.694","13.581","18.647","32.623","45.254","66.679","81.811","97.761"
"IMF.RES:WEO(9.0.0)","BLZ.NID_NGDP.A","OBS_VALUE","Belize","Gross capital formation, Percent of GDP","Annual","Units","18.727","16.126","17.607","26.201","24.210","22.424","17.045","18.298","19.188","19.145"
"IMF.RES:WEO(9.0.0)","BLZ.NGDP_RPCH.A","OBS_VALUE","Belize","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","-1.833","0.822","4.257","-13.523","17.990","9.251","0.500","3.505","2.747","2.192"
"IMF.RES:WEO(9.0.0)","GUY.NGSD_NGDP.A","OBS_VALUE","Guyana","Gross national savings, Percent of GDP","Annual","Units","8.202","-16.078","-55.379","-8.223","-16.209","35.693","24.631","30.128","28.439","35.365"
"IMF.RES:WEO(9.0.0)","G400.PPPGDP.A","OBS_VALUE","Middle East and Central Asia","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","9714.158","10427.727","10710.733","10362.082","11582.610","13181.289","14003.311","14738.778","15693.342","16316.928"
"IMF.RES:WEO(9.0.0)","SUR.NGDPD.A","OBS_VALUE","Suriname","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","3.592","3.996","4.016","2.912","3.084","3.802","3.462","4.434","4.664","5.908"
"IMF.RES:WEO(9.0.0)","TTO.PPPGDP.A","OBS_VALUE","Trinidad and Tobago","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","38.643","38.972","39.986","36.534","41.686","45.036","47.387","49.782","51.594","53.479"
"IMF.RES:WEO(9.0.0)","TTO.NGDPD.A","OBS_VALUE","Trinidad and Tobago","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","23.831","23.883","23.478","20.889","24.223","28.341","25.037","25.634","25.932","26.836"
"IMF.RES:WEO(9.0.0)","KNA.NGSD_NGDP.A","OBS_VALUE","St. Kitts and Nevis","Gross national savings, Percent of GDP","Annual","Units","19.746","24.071","25.126","18.952","26.587","16.175","13.281","13.977","12.408","11.554"
"IMF.RES:WEO(9.0.0)","VCT.PPPGDP.A","OBS_VALUE","St. Vincent and the Grenadines","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","1.434","1.541","1.598","1.586","1.665","1.873","2.030","2.174","2.311","2.449"
"IMF.RES:WEO(9.0.0)","VCT.NGDPD.A","OBS_VALUE","St. Vincent and the Grenadines","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.844","0.884","0.910","0.864","0.888","0.970","1.047","1.126","1.176","1.236"
"IMF.RES:WEO(9.0.0)","PRI.PPPGDP.A","OBS_VALUE","Puerto Rico","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","108.692","110.918","119.615","120.955","132.334","145.938","152.091","160.896","164.137","168.670"
"IMF.RES:WEO(9.0.0)","KNA.NGDP_RPCH.A","OBS_VALUE","St. Kitts and Nevis","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","0.220","0.278","2.415","-15.248","0.623","10.542","4.616","1.696","1.495","2.039"
"IMF.RES:WEO(9.0.0)","LCA.NGDPD.A","OBS_VALUE","St. Lucia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1.999","2.061","2.095","1.511","1.869","2.334","2.397","2.574","2.651","2.765"
"IMF.RES:WEO(9.0.0)","LCA.NGSD_NGDP.A","OBS_VALUE","St. Lucia","Gross national savings, Percent of GDP","Annual","Units","19.651","22.790","24.091","4.992","11.673","17.053","19.074","19.146","15.845","15.788"
"IMF.RES:WEO(9.0.0)","PRI.NGDP_RPCH.A","OBS_VALUE","Puerto Rico","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","-2.885","-4.362","1.676","-4.181","0.386","2.957","0.498","3.227","-0.800","-0.100"
"IMF.RES:WEO(9.0.0)","VCT.NGDP_RPCH.A","OBS_VALUE","St. Vincent and the Grenadines","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","1.548","3.175","0.669","-4.794","2.114","4.995","4.513","4.500","3.390","3.000"
"IMF.RES:WEO(9.0.0)","LCA.NGDP_RPCH.A","OBS_VALUE","St. Lucia","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.380","2.887","-0.700","-23.774","11.298","20.566","3.271","4.688","1.654","1.963"
"IMF.RES:WEO(9.0.0)","VCT.NID_NGDP.A","OBS_VALUE","St. Vincent and the Grenadines","Gross capital formation, Percent of GDP","Annual","Units","24.089","23.644","25.513","28.233","33.311","35.510","38.138","43.047","33.396","29.105"
"IMF.RES:WEO(9.0.0)","VCT.NGSD_NGDP.A","OBS_VALUE","St. Vincent and the Grenadines","Gross national savings, Percent of GDP","Annual","Units","12.195","13.340","23.125","12.324","10.088","15.012","19.930","25.907","13.224","9.257"
"IMF.RES:WEO(9.0.0)","LCA.NID_NGDP.A","OBS_VALUE","St. Lucia","Gross capital formation, Percent of GDP","Annual","Units","21.559","21.318","20.766","23.779","22.070","20.360","21.234","20.701","20.438","20.369"
"IMF.RES:WEO(9.0.0)","LCA.PPPGDP.A","OBS_VALUE","St. Lucia","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","2.845","3.086","3.324","2.680","3.414","4.409","4.721","5.065","5.295","5.554"
"IMF.RES:WEO(9.0.0)","IRN.PPPGDP.A","OBS_VALUE","Iran, Islamic Republic of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","1336.571","1319.678","1212.413","1326.318","1405.065","1570.509","1715.462","1822.448","1845.572","1783.218"
"IMF.RES:WEO(9.0.0)","IRQ.NGDPD.A","OBS_VALUE","Iraq","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","190.048","230.189","236.682","182.576","210.753","288.059","270.799","286.523","264.167","264.784"
"IMF.RES:WEO(9.0.0)","IRN.NID_NGDP.A","OBS_VALUE","Iran, Islamic Republic of","Gross capital formation, Percent of GDP","Annual","Units","37.306","35.475","41.812","49.895","43.052","42.817","45.505","46.406","44.454","45.528"
"IMF.RES:WEO(9.0.0)","G400.NGDP_RPCH.A","OBS_VALUE","Middle East and Central Asia","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.634","2.549","2.119","-2.230","4.689","6.367","2.575","2.817","3.610","1.905"
"IMF.RES:WEO(9.0.0)","CYP.NGSD_NGDP.A","OBS_VALUE","Cyprus","Gross national savings, Percent of GDP","Annual","Units","15.366","15.060","13.979","10.949","14.161","13.726","11.734","12.472","12.193","12.267"
"IMF.RES:WEO(9.0.0)","BHR.NID_NGDP.A","OBS_VALUE","Bahrain, Kingdom of","Gross capital formation, Percent of GDP","Annual","Units","36.466","38.154","35.624","37.294","28.093","24.590","29.165","28.435","28.944","28.718"
"IMF.RES:WEO(9.0.0)","G400.NGDPD.A","OBS_VALUE","Middle East and Central Asia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","3815.975","3990.303","3923.356","3490.163","4165.641","5015.895","4961.199","5164.936","5279.905","5664.347"
"IMF.RES:WEO(9.0.0)","G400.NGSD_NGDP.A","OBS_VALUE","Middle East and Central Asia","Gross national savings, Percent of GDP","Annual","Units","26.852","29.017","27.695","22.976","29.025","33.677","31.279","29.001","27.623","27.547"
"IMF.RES:WEO(9.0.0)","SUR.NID_NGDP.A","OBS_VALUE","Suriname","Gross capital formation, Percent of GDP","Annual","Units","30.921","36.832","40.385","28.500","27.938","28.504","29.462","29.702","29.125","28.834"
"IMF.RES:WEO(9.0.0)","G400.NID_NGDP.A","OBS_VALUE","Middle East and Central Asia","Gross capital formation, Percent of GDP","Annual","Units","27.511","26.127","26.953","26.006","26.136","26.388","28.012","27.454","27.662","27.125"
"IMF.RES:WEO(9.0.0)","TTO.NGDP_RPCH.A","OBS_VALUE","Trinidad and Tobago","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","-4.873","-0.945","0.468","-8.789","-0.717","0.861","1.466","2.509","0.782","0.766"
"IMF.RES:WEO(9.0.0)","SUR.NGSD_NGDP.A","OBS_VALUE","Suriname","Gross national savings, Percent of GDP","Annual","Units","32.856","33.864","29.223","37.423","25.368","29.853","25.765","16.839","-24.137","-16.007"
"IMF.RES:WEO(9.0.0)","TTO.NGSD_NGDP.A","OBS_VALUE","Trinidad and Tobago","Gross national savings, Percent of GDP","Annual","Units","27.398","22.920","23.149","15.806","22.011","14.340","26.273","22.423","18.608","16.432"
"IMF.RES:WEO(9.0.0)","SUR.NGDP_RPCH.A","OBS_VALUE","Suriname","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","1.566","4.948","1.168","-15.975","-2.435","2.406","2.417","1.721","1.511","3.927"
"IMF.RES:WEO(9.0.0)","SUR.PPPGDP.A","OBS_VALUE","Suriname","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","10.430","10.705","11.977","10.377","11.314","12.410","13.180","13.740","14.343","15.333"
"IMF.RES:WEO(9.0.0)","ISR.NID_NGDP.A","OBS_VALUE","Israel","Gross capital formation, Percent of GDP","Annual","Units","23.250","24.192","23.885","24.981","26.147","27.648","26.401","23.800","24.347","24.413"
"IMF.RES:WEO(9.0.0)","KWT.NGSD_NGDP.A","OBS_VALUE","Kuwait","Gross national savings, Percent of GDP","Annual","Units","35.693","39.891","35.680","23.013","39.671","50.941","48.829","44.127","40.532","42.664"
"IMF.RES:WEO(9.0.0)","KWT.NGDP_RPCH.A","OBS_VALUE","Kuwait","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","-4.712","2.743","2.264","-4.817","1.670","6.762","-1.642","-1.474","3.468","-0.561"
"IMF.RES:WEO(9.0.0)","JOR.NID_NGDP.A","OBS_VALUE","Jordan","Gross capital formation, Percent of GDP","Annual","Units","31.894","31.688","30.729","31.379","32.259","31.242","30.159","33.855","32.966","35.844"
"IMF.RES:WEO(9.0.0)","BHR.PPPGDP.A","OBS_VALUE","Bahrain, Kingdom of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","75.333","78.150","83.980","78.669","82.672","94.025","101.285","106.806","113.251","115.915"
"IMF.RES:WEO(9.0.0)","IRN.NGDPD.A","OBS_VALUE","Iran, Islamic Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","507.800","343.713","252.142","209.510","307.337","403.254","421.547","416.676","371.196","300.293"
"IMF.RES:WEO(9.0.0)","IRN.NGDP_RPCH.A","OBS_VALUE","Iran, Islamic Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.027","-3.748","-2.361","4.442","4.131","4.353","5.332","3.663","-1.525","-6.070"
"IMF.RES:WEO(9.0.0)","IRN.NGSD_NGDP.A","OBS_VALUE","Iran, Islamic Republic of","Gross national savings, Percent of GDP","Annual","Units","40.243","43.110","41.157","48.152","46.678","46.340","47.543","49.581","45.095","43.728"
"IMF.RES:WEO(9.0.0)","CYP.PPPGDP.A","OBS_VALUE","Cyprus","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","33.018","35.608","39.791","38.673","44.956","52.138","56.024","59.677","63.682","67.441"
"IMF.RES:WEO(9.0.0)","CYP.NGDP_RPCH.A","OBS_VALUE","Cyprus","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","5.750","6.273","5.876","-3.221","11.395","8.276","3.619","3.941","3.767","2.953"
"IMF.RES:WEO(9.0.0)","BHR.NGDP_RPCH.A","OBS_VALUE","Bahrain, Kingdom of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","4.954","2.053","2.053","-5.911","4.350","6.180","3.878","2.897","3.109","-0.499"
"IMF.RES:WEO(9.0.0)","BHR.NGDPD.A","OBS_VALUE","Bahrain, Kingdom of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","37.205","39.568","40.447","35.838","40.840","46.458","46.192","47.210","47.538","48.849"
"IMF.RES:WEO(9.0.0)","CYP.NGDPD.A","OBS_VALUE","Cyprus","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","22.938","25.766","26.200","25.535","30.392","31.243","35.085","37.623","41.019","45.171"
"IMF.RES:WEO(9.0.0)","CYP.NID_NGDP.A","OBS_VALUE","Cyprus","Gross capital formation, Percent of GDP","Annual","Units","20.457","18.870","19.424","20.541","19.530","20.444","21.339","20.522","20.110","21.597"
"IMF.RES:WEO(9.0.0)","BHR.NGSD_NGDP.A","OBS_VALUE","Bahrain, Kingdom of","Gross national savings, Percent of GDP","Annual","Units","32.166","32.001","33.660","28.241","34.464","39.309","35.109","33.267","34.880","32.649"
"IMF.RES:WEO(9.0.0)","OMN.NGSD_NGDP.A","OBS_VALUE","Oman","Gross national savings, Percent of GDP","Annual","Units","20.370","27.049","21.988","10.852","22.318","30.971","29.217","29.238","27.817","34.807"
"IMF.RES:WEO(9.0.0)","OMN.NGDPD.A","OBS_VALUE","Oman","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","80.857","91.506","88.061","75.909","87.324","109.853","106.175","107.137","106.127","117.176"
"IMF.RES:WEO(9.0.0)","QAT.NGDP_RPCH.A","OBS_VALUE","Qatar","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","-1.498","1.235","0.688","-3.558","1.627","4.185","1.540","2.360","2.798","-8.646"
"IMF.RES:WEO(9.0.0)","QAT.NGSD_NGDP.A","OBS_VALUE","Qatar","Gross national savings, Percent of GDP","Annual","Units","46.600","49.742","46.151","41.782","51.445","57.421","53.183","50.268","46.077","44.158"
"IMF.RES:WEO(9.0.0)","OMN.NGDP_RPCH.A","OBS_VALUE","Oman","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","0.304","1.288","-1.129","-3.380","2.582","7.986","1.412","1.634","2.396","3.452"
"IMF.RES:WEO(9.0.0)","LBN.PPPGDP.A","OBS_VALUE","Lebanon","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","128.781","132.494","126.060","72.674","62.145","67.230","69.230","65.627","70.189",""
"IMF.RES:WEO(9.0.0)","JOR.PPPGDP.A","OBS_VALUE","Jordan","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","103.775","103.471","109.981","114.158","111.289","122.479","130.985","137.668","145.372","153.646"
"IMF.RES:WEO(9.0.0)","IRQ.NGDP_RPCH.A","OBS_VALUE","Iraq","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","-1.509","2.633","5.588","-12.409","1.428","7.713","0.920","0.106","-0.414","-6.771"
"IMF.RES:WEO(9.0.0)","KWT.NGDPD.A","OBS_VALUE","Kuwait","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","120.688","138.655","140.855","111.048","148.346","183.539","165.474","160.902","157.835","172.920"
"IMF.RES:WEO(9.0.0)","JOR.NGSD_NGDP.A","OBS_VALUE","Jordan","Gross national savings, Percent of GDP","Annual","Units","22.247","25.443","28.293","25.757","24.987","23.718","26.814","28.483","27.409","29.656"
"IMF.RES:WEO(9.0.0)","IRQ.NGSD_NGDP.A","OBS_VALUE","Iraq","Gross national savings, Percent of GDP","Annual","Units","14.753","20.943","20.894","9.968","17.209","29.455","19.180","11.520","11.321","6.573"
"IMF.RES:WEO(9.0.0)","JOR.NGDP_RPCH.A","OBS_VALUE","Jordan","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.508","1.854","1.856","-1.152","3.752","2.747","3.129","2.556","2.683","2.748"
"IMF.RES:WEO(9.0.0)","ISR.NGSD_NGDP.A","OBS_VALUE","Israel","Gross national savings, Percent of GDP","Annual","Units","26.439","26.679","26.853","28.777","29.225","30.388","29.532","26.722","25.808","26.355"
"IMF.RES:WEO(9.0.0)","KWT.NID_NGDP.A","OBS_VALUE","Kuwait","Gross capital formation, Percent of GDP","Annual","Units","27.731","25.547","23.002","18.651","14.468","16.549","17.761","15.103","17.265","16.615"
"IMF.RES:WEO(9.0.0)","ISR.PPPGDP.A","OBS_VALUE","Israel","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","342.875","356.214","372.817","377.537","433.341","493.702","522.529","540.608","572.239","609.411"
"IMF.RES:WEO(9.0.0)","JOR.NGDPD.A","OBS_VALUE","Jordan","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","45.600","47.503","48.709","48.000","50.775","53.593","56.203","58.701","61.692","64.909"
"IMF.RES:WEO(9.0.0)","ISR.NGDP_RPCH.A","OBS_VALUE","Israel","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","4.344","4.053","3.579","-1.802","9.335","6.364","2.063","0.954","2.931","3.530"
"IMF.RES:WEO(9.0.0)","IRQ.PPPGDP.A","OBS_VALUE","Iraq","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","406.286","490.276","511.123","448.956","551.148","635.880","665.475","682.720","699.177","670.507"
"IMF.RES:WEO(9.0.0)","ISR.NGDPD.A","OBS_VALUE","Israel","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","357.361","375.471","399.209","410.909","489.736","525.159","513.394","542.285","610.778","719.848"
"IMF.RES:WEO(9.0.0)","ARE.PPPGDP.A","OBS_VALUE","United Arab Emirates","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","648.226","723.867","753.928","627.902","656.665","756.225","817.935","871.702","948.457","1006.293"
"IMF.RES:WEO(9.0.0)","ARE.NID_NGDP.A","OBS_VALUE","United Arab Emirates","Gross capital formation, Percent of GDP","Annual","Units","23.789","24.228","26.858","24.979","27.102","27.754","28.264","22.202","22.174","27.208"
"IMF.RES:WEO(9.0.0)","SAU.PPPGDP.A","OBS_VALUE","Saudi Arabia","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","1645.531","1792.987","1790.603","1498.062","1929.888","2315.220","2413.911","2539.368","2728.981","2894.592"
"IMF.RES:WEO(9.0.0)","SAU.NGDP_RPCH.A","OBS_VALUE","Saudi Arabia","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","1.182","3.227","1.652","-3.805","6.520","12.001","0.543","2.649","4.502","3.115"
"IMF.RES:WEO(9.0.0)","QAT.NGDPD.A","OBS_VALUE","Qatar","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","161.099","183.335","176.371","144.411","179.732","235.709","217.309","219.163","221.229","217.416"
"IMF.RES:WEO(9.0.0)","OMN.NID_NGDP.A","OBS_VALUE","Oman","Gross capital formation, Percent of GDP","Annual","Units","33.984","31.922","26.907","27.400","27.858","27.321","26.927","26.000","26.500","27.300"
